DATE,DCOILBRENTEU_NBD19870520
1997-10-08,111.59420
1997-10-09,110.57434
1997-10-10,111.27214
1997-10-13,107.78315
1997-10-14,104.13312
1997-10-15,103.43532
1997-10-16,104.99195
1997-10-17,104.29415
1997-10-20,103.54267
1997-10-21,103.59635
1997-10-22,106.60225
1997-10-23,106.76329
1997-10-24,104.40150
1997-10-27,105.36769
1997-10-28,101.23457
1997-10-29,101.98604
1997-10-30,104.40150
1997-10-31,104.24047
1997-11-03,104.56253
1997-11-04,102.52281
1997-11-05,101.61031
1997-11-06,101.82501
1997-11-07,103.27429
1997-11-10,102.73752
1997-11-11,.
1997-11-12,103.38164
1997-11-13,105.79710
1997-11-14,108.64198
1997-11-17,104.88459
1997-11-18,104.07944
1997-11-19,104.18680
1997-11-20,101.01986
1997-11-21,101.07354
1997-11-24,102.03972
1997-11-25,102.73752
1997-11-26,99.30220
1997-11-27,100.05368
1997-11-28,101.77134
1997-12-01,96.67203
1997-12-02,96.83306
1997-12-03,96.29630
1997-12-04,95.00805
1997-12-05,96.13527
1997-12-08,95.92056
1997-12-09,94.31025
1997-12-10,91.68009
1997-12-11,91.14332
1997-12-12,91.89479
1997-12-15,90.66023
1997-12-16,90.17713
1997-12-17,91.14332
1997-12-18,93.07568
1997-12-19,92.32421
1997-12-22,91.46538
1997-12-23,91.73376
1997-12-24,91.46538
1997-12-25,.
1997-12-26,.
1997-12-29,87.76167
1997-12-30,85.93666
1997-12-31,85.13151
1998-01-01,.
1998-01-02,84.64842
1998-01-05,82.07193
1998-01-06,83.09179
1998-01-07,82.28663
1998-01-08,83.03811
1998-01-09,82.28663
1998-01-12,80.89104
1998-01-13,80.94471
1998-01-14,79.49544
1998-01-15,79.17338
1998-01-16,79.92485
1998-01-19,82.55502
1998-01-20,80.24691
1998-01-21,78.74396
1998-01-22,77.02630
1998-01-23,76.54321
1998-01-26,79.38808
1998-01-27,84.48739
1998-01-28,83.95062
1998-01-29,87.38594
1998-01-30,83.68223
1998-02-02,82.01825
1998-02-03,79.81750
1998-02-04,78.15352
1998-02-05,79.60279
1998-02-06,80.78368
1998-02-09,79.28073
1998-02-10,78.36822
1998-02-11,77.02630
1998-02-12,75.36232
1998-02-13,75.41600
1998-02-16,72.46377
1998-02-17,72.46377
1998-02-18,72.24906
1998-02-19,75.25497
1998-02-20,74.66452
1998-02-23,71.17552
1998-02-24,70.20934
1998-02-25,71.65862
1998-02-26,71.81965
1998-02-27,72.62480
1998-03-02,71.76597
1998-03-03,70.74611
1998-03-04,70.26302
1998-03-05,70.74611
1998-03-06,68.97477
1998-03-09,65.70048
1998-03-10,66.34461
1998-03-11,66.61299
1998-03-12,66.02254
1998-03-13,65.75416
1998-03-16,63.01664
1998-03-17,59.31294
1998-03-18,65.53945
1998-03-19,66.61299
1998-03-20,66.29093
1998-03-23,77.99249
1998-03-24,75.25497
1998-03-25,77.34836
1998-03-26,81.48148
1998-03-27,80.08588
1998-03-30,77.02630
1998-03-31,74.44981
1998-04-01,73.64466
1998-04-02,71.81965
1998-04-03,73.16157
1998-04-06,70.47772
1998-04-07,68.81374
1998-04-08,68.65271
1998-04-09,71.01449
1998-04-10,.
1998-04-13,.
1998-04-14,70.58508
1998-04-15,71.44391
1998-04-16,73.42995
1998-04-17,75.46967
1998-04-20,74.18143
1998-04-21,74.87923
1998-04-22,73.59098
1998-04-23,72.03435
1998-04-24,71.49758
1998-04-27,73.26892
1998-04-28,74.50349
1998-04-29,75.63070
1998-04-30,74.02040
1998-05-01,78.36822
1998-05-04,.
1998-05-05,75.84541
1998-05-06,74.66452
1998-05-07,74.12775
1998-05-08,74.82555
1998-05-11,77.34836
1998-05-12,79.17338
1998-05-13,75.95276
1998-05-14,76.70424
1998-05-15,76.91895
1998-05-18,79.01235
1998-05-19,79.81750
1998-05-20,78.26087
1998-05-21,76.70424
1998-05-22,76.91895
1998-05-25,.
1998-05-26,76.59689
1998-05-27,79.33441
1998-05-28,78.95867
1998-05-29,75.30864
1998-06-01,73.32260
1998-06-02,73.10789
1998-06-03,71.01449
1998-06-04,73.59098
1998-06-05,74.87923
1998-06-08,72.78583
1998-06-09,68.49168
1998-06-10,65.64681
1998-06-11,65.05636
1998-06-12,62.37252
1998-06-15,57.80998
1998-06-16,57.80998
1998-06-17,60.65486
1998-06-18,58.40043
1998-06-19,58.45411
1998-06-22,60.27912
1998-06-23,64.89533
1998-06-24,67.09608
1998-06-25,64.09018
1998-06-26,64.62695
1998-06-29,63.49973
1998-06-30,63.55341
1998-07-01,64.03650
1998-07-02,64.14385
1998-07-03,63.28502
1998-07-06,62.80193
1998-07-07,62.58722
1998-07-08,62.85561
1998-07-09,62.31884
1998-07-10,62.31884
1998-07-13,62.05046
1998-07-14,63.49973
1998-07-15,63.28502
1998-07-16,67.90123
1998-07-17,66.45196
1998-07-20,65.00268
1998-07-21,64.46592
1998-07-22,65.53945
1998-07-23,65.64681
1998-07-24,64.68062
1998-07-27,67.25711
1998-07-28,68.38433
1998-07-29,67.63285
1998-07-30,67.36447
1998-07-31,67.79388
1998-08-03,64.62695
1998-08-04,64.57327
1998-08-05,66.12990
1998-08-06,64.84165
1998-08-07,64.68062
1998-08-10,62.37252
1998-08-11,59.90338
1998-08-12,60.33280
1998-08-13,61.62104
1998-08-14,61.51369
1998-08-17,64.03650
1998-08-18,63.71444
1998-08-19,64.35856
1998-08-20,65.53945
1998-08-21,64.51959
1998-08-24,65.21739
1998-08-25,66.72034
1998-08-26,65.70048
1998-08-27,63.87547
1998-08-28,64.73430
1998-08-31,.
1998-09-01,65.00268
1998-09-02,64.68062
1998-09-03,67.31079
1998-09-04,69.56522
1998-09-07,67.14976
1998-09-08,67.25711
1998-09-09,67.25711
1998-09-10,68.81374
1998-09-11,67.95491
1998-09-14,66.93505
1998-09-15,67.68653
1998-09-16,67.90123
1998-09-17,69.61889
1998-09-18,74.71820
1998-09-21,76.81159
1998-09-22,77.07998
1998-09-23,78.74396
1998-09-24,79.65647
1998-09-25,78.09984
1998-09-28,77.34836
1998-09-29,77.18733
1998-09-30,78.95867
1998-10-01,77.61675
1998-10-02,76.27483
1998-10-05,75.68438
1998-10-06,75.04026
1998-10-07,74.50349
1998-10-08,71.01449
1998-10-09,69.08213
1998-10-12,70.74611
1998-10-13,68.33065
1998-10-14,65.80784
1998-10-15,64.30488
1998-10-16,65.00268
1998-10-19,62.26516
1998-10-20,60.60118
1998-10-21,64.09018
1998-10-22,62.69458
1998-10-23,65.37842
1998-10-26,68.38433
1998-10-27,66.88137
1998-10-28,65.80784
1998-10-29,66.07622
1998-10-30,64.41224
1998-11-02,66.72034
1998-11-03,64.03650
1998-11-04,63.76812
1998-11-05,62.96296
1998-11-06,61.78207
1998-11-09,59.84970
1998-11-10,60.01074
1998-11-11,61.46001
1998-11-12,62.05046
1998-11-13,61.51369
1998-11-16,59.58132
1998-11-17,57.00483
1998-11-18,55.01879
1998-11-19,56.09232
1998-11-20,55.82394
1998-11-23,56.57542
1998-11-24,56.79012
1998-11-25,56.41439
1998-11-26,55.87762
1998-11-27,57.80998
1998-11-30,53.19377
1998-12-01,52.97907
1998-12-02,52.12024
1998-12-03,53.94525
1998-12-04,52.22759
1998-12-07,52.06656
1998-12-08,51.95921
1998-12-09,50.77831
1998-12-10,48.84595
1998-12-11,49.70478
1998-12-14,50.72464
1998-12-15,51.36876
1998-12-16,58.34675
1998-12-17,53.24745
1998-12-18,51.63714
1998-12-21,50.72464
1998-12-22,52.76436
1998-12-23,53.19377
1998-12-24,53.19377
1998-12-25,.
1998-12-28,.
1998-12-29,54.91143
1998-12-30,56.09232
1998-12-31,56.57542
1999-01-01,.
1999-01-04,58.72249
1999-01-05,55.28717
1999-01-06,57.27322
1999-01-07,59.47397
1999-01-08,62.80193
1999-01-11,64.78798
1999-01-12,63.23135
1999-01-13,58.50778
1999-01-14,59.58132
1999-01-15,58.88352
1999-01-18,58.02469
1999-01-19,60.06441
1999-01-20,58.23940
1999-01-21,59.79603
1999-01-22,60.27912
1999-01-25,60.17177
1999-01-26,58.18572
1999-01-27,59.20558
1999-01-28,59.79603
1999-01-29,60.86957
1999-02-01,58.02469
1999-02-02,55.77026
1999-02-03,57.86366
1999-02-04,55.93129
1999-02-05,54.64305
1999-02-08,53.51583
1999-02-09,52.44230
1999-02-10,53.03274
1999-02-11,52.71068
1999-02-12,53.51583
1999-02-15,.
1999-02-16,53.56951
1999-02-17,54.15996
1999-02-18,53.30113
1999-02-19,55.23349
1999-02-22,54.96511
1999-02-23,56.79012
1999-02-24,57.11218
1999-02-25,58.18572
1999-02-26,56.79012
1999-03-01,56.46806
1999-03-02,55.87762
1999-03-03,58.02469
1999-03-04,60.11809
1999-03-05,59.15191
1999-03-08,61.67472
1999-03-09,60.38647
1999-03-10,61.51369
1999-03-11,63.66076
1999-03-12,66.02254
1999-03-15,65.32475
1999-03-16,65.00268
1999-03-17,69.51154
1999-03-18,71.65862
1999-03-19,70.58508
1999-03-22,71.76597
1999-03-23,73.21524
1999-03-24,71.76597
1999-03-25,72.46377
1999-03-26,74.98658
1999-03-29,76.97262
1999-03-30,77.83145
1999-03-31,80.62265
1999-04-01,78.36822
1999-04-02,.
1999-04-05,.
1999-04-06,77.99249
1999-04-07,75.89909
1999-04-08,73.64466
1999-04-09,75.73806
1999-04-12,76.38218
1999-04-13,78.79764
1999-04-14,77.56307
1999-04-15,79.54911
1999-04-16,82.34031
1999-04-19,85.93666
1999-04-20,86.09769
1999-04-21,85.66828
1999-04-22,87.43961
1999-04-23,86.25872
1999-04-26,83.89694
1999-04-27,85.39989
1999-04-28,87.92271
1999-04-29,88.72786
1999-04-30,88.29844
1999-05-03,.
1999-05-04,91.14332
1999-05-05,90.44552
1999-05-06,88.24477
1999-05-07,84.05797
1999-05-10,84.38003
1999-05-11,81.74987
1999-05-12,79.11970
1999-05-13,81.64251
1999-05-14,81.48148
1999-05-17,80.40794
1999-05-18,77.45572
1999-05-19,77.40204
1999-05-20,77.50939
1999-05-21,77.77778
1999-05-24,79.60279
1999-05-25,78.95867
1999-05-26,81.48148
1999-05-27,80.73001
1999-05-28,79.17338
1999-05-31,.
1999-06-01,76.32850
1999-06-02,76.65056
1999-06-03,76.54321
1999-06-04,81.64251
1999-06-07,85.77563
1999-06-08,87.22491
1999-06-09,86.90284
1999-06-10,85.82931
1999-06-11,87.22491
1999-06-14,86.15137
1999-06-15,87.65432
1999-06-16,87.43961
1999-06-17,85.88298
1999-06-18,85.50725
1999-06-21,83.95062
1999-06-22,85.39989
1999-06-23,86.09769
1999-06-24,87.38594
1999-06-25,87.33226
1999-06-28,87.33226
1999-06-29,87.92271
1999-06-30,91.08964
1999-07-01,92.59259
1999-07-02,94.20290
1999-07-05,.
1999-07-06,99.14117
1999-07-07,98.55072
1999-07-08,100.59045
1999-07-09,101.44928
1999-07-12,101.66398
1999-07-13,104.61621
1999-07-14,104.56253
1999-07-15,101.44928
1999-07-16,104.24047
1999-07-19,106.01181
1999-07-20,103.75738
1999-07-21,99.94632
1999-07-22,102.03972
1999-07-23,105.68975
1999-07-26,105.90446
1999-07-27,104.45518
1999-07-28,105.47504
1999-07-29,107.19270
1999-07-30,107.19270
1999-08-02,103.11326
1999-08-03,103.70370
1999-08-04,104.02576
1999-08-05,105.42136
1999-08-06,105.52872
1999-08-09,103.81106
1999-08-10,108.31991
1999-08-11,110.46699
1999-08-12,109.07139
1999-08-13,110.62802
1999-08-16,111.00376
1999-08-17,110.62802
1999-08-18,111.05743
1999-08-19,112.29200
1999-08-20,113.31186
1999-08-23,112.50671
1999-08-24,109.93022
1999-08-25,105.79710
1999-08-26,106.28019
1999-08-27,109.07139
1999-08-30,.
1999-08-31,113.15083
1999-09-01,113.25819
1999-09-02,110.89640
1999-09-03,111.32582
1999-09-06,113.47289
1999-09-07,116.53247
1999-09-08,117.87440
1999-09-09,120.82662
1999-09-10,120.02147
1999-09-13,123.34944
1999-09-14,124.42297
1999-09-15,124.79871
1999-09-16,123.77885
1999-09-17,123.08105
1999-09-20,122.65164
1999-09-21,121.73913
1999-09-22,120.71927
1999-09-23,125.65754
1999-09-24,126.99946
1999-09-27,126.67740
1999-09-28,124.74503
1999-09-29,125.92593
1999-09-30,123.34944
1999-10-01,123.34944
1999-10-04,125.06710
1999-10-05,121.52442
1999-10-06,123.83253
1999-10-07,119.86044
1999-10-08,111.54053
1999-10-11,111.86259
1999-10-12,117.49866
1999-10-13,119.48470
1999-10-14,119.59206
1999-10-15,116.21041
1999-10-18,119.48470
1999-10-19,115.88835
1999-10-20,112.82877
1999-10-21,116.37144
1999-10-22,120.12882
1999-10-25,120.50456
1999-10-26,118.84058
1999-10-27,119.05529
1999-10-28,113.90231
1999-10-29,113.31186
1999-11-01,114.43908
1999-11-02,117.98175
1999-11-03,120.12882
1999-11-04,121.52442
1999-11-05,122.38325
1999-11-08,126.78476
1999-11-09,131.18626
1999-11-10,136.44659
1999-11-11,133.97746
1999-11-12,136.28556
1999-11-15,139.18411
1999-11-16,133.54804
1999-11-17,134.08481
1999-11-18,134.29952
1999-11-19,134.94364
1999-11-22,138.80837
1999-11-23,137.73484
1999-11-24,138.32528
1999-11-25,139.23779
1999-11-26,138.75470
1999-11-29,137.78851
1999-11-30,135.26570
1999-12-01,129.89801
1999-12-02,136.98336
1999-12-03,140.47236
1999-12-06,142.02899
1999-12-07,140.09662
1999-12-08,136.60762
1999-12-09,138.75470
1999-12-10,133.44069
1999-12-13,130.48846
1999-12-14,133.54804
1999-12-15,137.84219
1999-12-16,140.04294
1999-12-17,140.74074
1999-12-20,139.45250
1999-12-21,136.92968
1999-12-22,134.40687
1999-12-23,134.78261
1999-12-24,.
1999-12-27,.
1999-12-28,.
1999-12-29,137.57381
1999-12-30,133.81643
1999-12-31,.
2000-01-03,.
2000-01-04,128.55609
2000-01-05,127.32152
2000-01-06,126.40902
2000-01-07,125.33548
2000-01-10,122.22222
2000-01-11,128.44874
2000-01-12,132.15244
2000-01-13,133.65539
2000-01-14,136.87601
2000-01-17,139.50617
2000-01-18,141.22383
2000-01-19,140.47236
2000-01-20,140.95545
2000-01-21,145.89372
2000-01-24,145.03489
2000-01-25,146.21578
2000-01-26,145.89372
2000-01-27,144.44444
2000-01-28,142.72678
2000-01-31,145.35695
2000-02-01,146.80623
2000-02-02,145.73269
2000-02-03,148.14815
2000-02-04,147.50403
2000-02-07,149.97316
2000-02-08,148.20183
2000-02-09,147.28932
2000-02-10,146.64520
2000-02-11,149.32904
2000-02-14,150.45625
2000-02-15,150.93935
2000-02-16,150.88567
2000-02-17,147.82609
2000-02-18,146.32313
2000-02-21,144.55180
2000-02-22,146.10843
2000-02-23,149.86581
2000-02-24,151.42244
2000-02-25,153.14010
2000-02-28,154.05260
2000-02-29,155.71659
2000-03-01,159.84970
2000-03-02,161.67472
2000-03-03,160.11809
2000-03-06,161.46001
2000-03-07,171.39023
2000-03-08,168.59903
2000-03-09,156.25335
2000-03-10,155.50188
2000-03-13,157.00483
2000-03-14,154.75040
2000-03-15,150.45625
2000-03-16,150.13419
2000-03-17,149.59742
2000-03-20,137.35910
2000-03-21,133.81643
2000-03-22,138.32528
2000-03-23,135.90982
2000-03-24,138.16425
2000-03-27,135.05099
2000-03-28,133.11863
2000-03-29,127.58991
2000-03-30,128.50242
2000-03-31,128.71712
2000-04-03,132.15244
2000-04-04,124.85239
2000-04-05,123.34944
2000-04-06,122.92002
2000-04-07,121.47075
2000-04-10,113.15083
2000-04-11,112.98980
2000-04-12,114.86849
2000-04-13,121.57810
2000-04-14,118.78690
2000-04-17,119.16264
2000-04-18,121.68545
2000-04-19,126.14063
2000-04-20,126.51637
2000-04-21,.
2000-04-24,.
2000-04-25,125.38916
2000-04-26,122.92002
2000-04-27,123.83253
2000-04-28,127.69726
2000-05-01,.
2000-05-02,132.74289
2000-05-03,134.88996
2000-05-04,134.51422
2000-05-05,133.81643
2000-05-08,139.72088
2000-05-09,143.26355
2000-05-10,142.72678
2000-05-11,146.10843
2000-05-12,150.18787
2000-05-15,151.69082
2000-05-16,154.48202
2000-05-17,152.44230
2000-05-18,155.12614
2000-05-19,155.71659
2000-05-22,152.71068
2000-05-23,150.93935
2000-05-24,155.50188
2000-05-25,158.99087
2000-05-26,161.51369
2000-05-29,.
2000-05-30,160.44015
2000-05-31,159.09823
2000-06-01,159.36661
2000-06-02,157.54160
2000-06-05,151.74450
2000-06-06,152.54965
2000-06-07,152.01288
2000-06-08,157.48792
2000-06-09,155.66291
2000-06-12,161.56736
2000-06-13,163.17767
2000-06-14,161.67472
2000-06-15,159.79603
2000-06-16,153.94525
2000-06-19,148.63124
2000-06-20,154.91143
2000-06-21,164.84165
2000-06-22,164.30488
2000-06-23,166.50564
2000-06-26,165.86151
2000-06-27,163.55341
2000-06-28,167.20344
2000-06-29,166.66667
2000-06-30,169.51154
2000-07-03,172.57112
2000-07-04,164.94901
2000-07-05,162.90929
2000-07-06,164.62695
2000-07-07,164.35856
2000-07-10,164.14385
2000-07-11,160.11809
2000-07-12,162.47987
2000-07-13,167.20344
2000-07-14,165.43210
2000-07-17,152.65700
2000-07-18,152.76436
2000-07-19,152.06656
2000-07-20,149.49007
2000-07-21,143.20988
2000-07-24,144.06871
2000-07-25,138.37896
2000-07-26,139.13043
2000-07-27,137.41278
2000-07-28,139.34514
2000-07-31,135.80247
2000-08-01,135.48041
2000-08-02,143.85400
2000-08-03,145.14224
2000-08-04,150.34890
2000-08-07,147.93344
2000-08-08,148.04079
2000-08-09,150.99302
2000-08-10,155.55556
2000-08-11,158.02469
2000-08-14,156.95115
2000-08-15,161.03060
2000-08-16,159.20558
2000-08-17,164.84165
2000-08-18,165.11004
2000-08-21,168.22330
2000-08-22,161.99678
2000-08-23,173.80569
2000-08-24,169.99463
2000-08-25,178.52925
2000-08-28,178.69028
2000-08-29,182.66237
2000-08-30,183.19914
2000-08-31,188.29844
2000-09-01,188.35212
2000-09-04,193.34407
2000-09-05,191.73376
2000-09-06,196.99410
2000-09-07,200.91251
2000-09-08,194.68599
2000-09-11,197.90660
2000-09-12,178.74396
2000-09-13,166.82770
2000-09-14,168.27697
2000-09-15,180.78368
2000-09-18,185.45357
2000-09-19,179.71014
2000-09-20,180.73001
2000-09-21,172.73215
2000-09-22,169.56522
2000-09-25,161.08427
2000-09-26,160.70853
2000-09-27,159.84970
2000-09-28,155.17982
2000-09-29,152.54965
2000-10-02,159.15191
2000-10-03,164.46592
2000-10-04,161.40633
2000-10-05,156.68277
2000-10-06,158.99087
2000-10-09,160.97692
2000-10-10,166.12990
2000-10-11,167.74020
2000-10-12,179.54911
2000-10-13,179.81750
2000-10-16,171.92700
2000-10-17,163.07032
2000-10-18,166.29093
2000-10-19,167.95491
2000-10-20,161.88943
2000-10-23,166.29093
2000-10-24,170.74611
2000-10-25,167.31079
2000-10-26,168.97477
2000-10-27,168.06227
2000-10-30,166.88137
2000-10-31,161.83575
2000-11-01,169.72625
2000-11-02,165.37842
2000-11-03,165.37842
2000-11-06,166.39828
2000-11-07,169.56522
2000-11-08,168.00859
2000-11-09,170.63875
2000-11-10,173.16157
2000-11-13,174.44981
2000-11-14,177.40204
2000-11-15,181.53516
2000-11-16,183.36017
2000-11-17,177.61675
2000-11-20,183.73591
2000-11-21,178.90499
2000-11-22,177.72410
2000-11-23,178.69028
2000-11-24,179.01235
2000-11-27,179.65647
2000-11-28,174.93290
2000-11-29,174.18143
2000-11-30,174.61084
2000-12-01,169.56522
2000-12-04,163.01664
2000-12-05,155.01879
2000-12-06,147.45035
2000-12-07,149.49007
2000-12-08,144.12238
2000-12-11,146.43049
2000-12-12,143.90768
2000-12-13,144.06871
2000-12-14,130.54214
2000-12-15,131.18626
2000-12-18,134.78261
2000-12-19,130.75684
2000-12-20,125.01342
2000-12-21,120.23618
2000-12-22,119.32367
2000-12-25,.
2000-12-26,.
2000-12-27,121.20236
2000-12-28,119.64573
2000-12-29,121.20236
2001-01-01,.
2001-01-02,125.76490
2001-01-03,125.81857
2001-01-04,131.88406
2001-01-05,132.95760
2001-01-08,132.85024
2001-01-09,129.52228
2001-01-10,134.08481
2001-01-11,137.41278
2001-01-12,137.57381
2001-01-15,139.72088
2001-01-16,136.98336
2001-01-17,130.27375
2001-01-18,132.79656
2001-01-19,141.11648
2001-01-22,148.63124
2001-01-23,145.03489
2001-01-24,145.14224
2001-01-25,144.60548
2001-01-26,145.14224
2001-01-29,144.65915
2001-01-30,141.27751
2001-01-31,142.72678
2001-02-01,145.84004
2001-02-02,155.12614
2001-02-05,157.00483
2001-02-06,156.19968
2001-02-07,158.56146
2001-02-08,164.68062
2001-02-09,158.50778
2001-02-12,157.38057
2001-02-13,150.29522
2001-02-14,149.70478
2001-02-15,141.33119
2001-02-16,142.83414
2001-02-19,145.19592
2001-02-20,141.97531
2001-02-21,140.09662
2001-02-22,138.21793
2001-02-23,140.20397
2001-02-26,138.70102
2001-02-27,135.69512
2001-02-28,135.05099
2001-03-01,132.90392
2001-03-02,135.69512
2001-03-05,139.45250
2001-03-06,137.35910
2001-03-07,139.07676
2001-03-08,141.54589
2001-03-09,138.37896
2001-03-12,136.01718
2001-03-13,133.11863
2001-03-14,130.48846
2001-03-15,125.44283
2001-03-16,127.96565
2001-03-19,124.47665
2001-03-20,126.83843
2001-03-21,124.58400
2001-03-22,125.87225
2001-03-23,128.50242
2001-03-26,128.87815
2001-03-27,131.02523
2001-03-28,131.50832
2001-03-29,127.58991
2001-03-30,126.14063
2001-04-02,125.12077
2001-04-03,125.97960
2001-04-04,130.70317
2001-04-05,133.49436
2001-04-06,128.93183
2001-04-09,130.81052
2001-04-10,137.62748
2001-04-11,139.98926
2001-04-12,145.57166
2001-04-13,143.85400
2001-04-16,143.85400
2001-04-17,144.87386
2001-04-18,140.15030
2001-04-19,138.80837
2001-04-20,137.25174
2001-04-23,136.44659
2001-04-24,138.27160
2001-04-25,136.82233
2001-04-26,143.37091
2001-04-27,144.12238
2001-04-30,146.05475
2001-05-01,146.59152
2001-05-02,143.96135
2001-05-03,147.39667
2001-05-04,148.09447
2001-05-07,148.73859
2001-05-08,147.34300
2001-05-09,147.39667
2001-05-10,151.74450
2001-05-11,150.13419
2001-05-14,149.06065
2001-05-15,149.65110
2001-05-16,151.31508
2001-05-17,153.35480
2001-05-18,157.27322
2001-05-21,159.95706
2001-05-22,159.52764
2001-05-23,158.40043
2001-05-24,154.85776
2001-05-25,153.99893
2001-05-28,.
2001-05-29,156.25335
2001-05-30,155.23349
2001-05-31,153.24745
2001-06-01,154.91143
2001-06-04,155.39452
2001-06-05,157.00483
2001-06-06,154.21363
2001-06-07,153.24745
2001-06-08,155.01879
2001-06-11,158.72249
2001-06-12,155.82394
2001-06-13,156.36071
2001-06-14,152.97907
2001-06-15,150.99302
2001-06-18,148.20183
2001-06-19,143.20988
2001-06-20,140.84809
2001-06-21,143.31723
2001-06-22,144.17606
2001-06-25,146.85990
2001-06-26,148.47021
2001-06-27,140.90177
2001-06-28,137.84219
2001-06-29,140.68706
2001-07-02,138.11057
2001-07-03,137.19807
2001-07-04,139.39882
2001-07-05,137.89587
2001-07-06,142.51208
2001-07-09,137.35910
2001-07-10,132.52818
2001-07-11,131.18626
2001-07-12,126.78476
2001-07-13,128.93183
2001-07-16,126.57005
2001-07-17,128.28771
2001-07-18,123.99356
2001-07-19,125.33548
2001-07-20,125.76490
2001-07-23,131.18626
2001-07-24,130.81052
2001-07-25,133.65539
2001-07-26,133.87010
2001-07-27,133.22598
2001-07-30,131.29361
2001-07-31,130.70317
2001-08-01,130.05904
2001-08-02,136.82233
2001-08-03,137.41278
2001-08-06,136.28556
2001-08-07,139.23779
2001-08-08,137.46645
2001-08-09,135.69512
2001-08-10,138.37896
2001-08-13,138.91573
2001-08-14,138.00322
2001-08-15,137.46645
2001-08-16,135.15835
2001-08-17,132.47450
2001-08-20,130.70317
2001-08-21,136.12453
2001-08-22,138.00322
2001-08-23,137.73484
2001-08-24,141.33119
2001-08-27,140.74074
2001-08-28,142.02899
2001-08-29,143.15620
2001-08-30,143.31723
2001-08-31,143.85400
2001-09-03,142.35105
2001-09-04,141.00913
2001-09-05,141.00913
2001-09-06,142.83414
2001-09-07,147.82609
2001-09-10,148.09447
2001-09-11,156.30703
2001-09-12,151.58347
2001-09-13,151.36876
2001-09-14,156.84380
2001-09-17,152.01288
2001-09-18,147.82609
2001-09-19,136.55395
2001-09-20,137.25174
2001-09-21,135.10467
2001-09-24,110.73537
2001-09-25,108.05153
2001-09-26,110.95008
2001-09-27,115.24423
2001-09-28,117.39130
2001-10-01,113.90231
2001-10-02,114.27805
2001-10-03,110.73537
2001-10-04,112.39936
2001-10-05,115.19055
2001-10-08,112.23833
2001-10-09,110.84273
2001-10-10,112.82877
2001-10-11,114.76114
2001-10-12,110.41331
2001-10-15,109.28610
2001-10-16,109.87654
2001-10-17,104.50886
2001-10-18,103.11326
2001-10-19,106.87064
2001-10-22,109.39345
2001-10-23,110.35963
2001-10-24,109.33977
2001-10-25,110.95008
2001-10-26,109.01771
2001-10-29,110.30596
2001-10-30,109.55448
2001-10-31,105.36769
2001-11-01,104.07944
2001-11-02,100.00000
2001-11-05,100.80515
2001-11-06,100.05368
2001-11-07,101.23457
2001-11-08,104.88459
2001-11-09,111.21846
2001-11-12,104.56253
2001-11-13,109.87654
2001-11-14,100.80515
2001-11-15,88.62050
2001-11-16,90.49919
2001-11-19,88.83521
2001-11-20,101.01986
2001-11-21,98.98014
2001-11-22,105.47504
2001-11-23,104.13312
2001-11-26,100.16103
2001-11-27,102.46914
2001-11-28,100.96618
2001-11-29,99.51691
2001-11-30,101.55663
2001-12-03,107.35373
2001-12-04,103.48900
2001-12-05,103.43532
2001-12-06,99.67794
2001-12-07,95.59850
2001-12-10,96.77939
2001-12-11,94.52496
2001-12-12,97.31616
2001-12-13,95.54482
2001-12-14,99.51691
2001-12-17,99.73162
2001-12-18,99.35588
2001-12-19,102.14707
2001-12-20,101.28824
2001-12-21,100.53677
2001-12-24,100.10735
2001-12-25,.
2001-12-26,.
2001-12-27,101.28824
2001-12-28,106.11916
2001-12-31,103.86473
2002-01-01,.
2002-01-02,108.05153
2002-01-03,109.87654
2002-01-04,113.79495
2002-01-07,113.15083
2002-01-08,112.88245
2002-01-09,108.48094
2002-01-10,105.79710
2002-01-11,107.78315
2002-01-14,101.39560
2002-01-15,101.23457
2002-01-16,99.30220
2002-01-17,97.69189
2002-01-18,97.53086
2002-01-21,98.33602
2002-01-22,100.37574
2002-01-23,101.39560
2002-01-24,101.50295
2002-01-25,102.20075
2002-01-28,105.95813
2002-01-29,103.38164
2002-01-30,100.42941
2002-01-31,102.36178
2002-02-01,105.74342
2002-02-04,108.74933
2002-02-05,106.81696
2002-02-06,107.19270
2002-02-07,104.24047
2002-02-08,107.40741
2002-02-11,107.78315
2002-02-12,116.74718
2002-02-13,114.92217
2002-02-14,112.56039
2002-02-15,111.43317
2002-02-18,107.99785
2002-02-19,108.31991
2002-02-20,104.34783
2002-02-21,108.48094
2002-02-22,108.10521
2002-02-25,106.17284
2002-02-26,107.08535
2002-02-27,111.27214
2002-02-28,111.27214
2002-03-01,117.17660
2002-03-04,115.88835
2002-03-05,119.43103
2002-03-06,118.67955
2002-03-07,123.99356
2002-03-08,119.80676
2002-03-11,124.20827
2002-03-12,121.84648
2002-03-13,126.67740
2002-03-14,127.53623
2002-03-15,128.28771
2002-03-18,127.75094
2002-03-19,131.56200
2002-03-20,133.01127
2002-03-21,130.16640
2002-03-22,133.27966
2002-03-25,132.85024
2002-03-26,132.04509
2002-03-27,134.88996
2002-03-28,136.01718
2002-03-29,136.01718
2002-04-01,139.88191
2002-04-02,144.76651
2002-04-03,143.42458
2002-04-04,144.76651
2002-04-05,136.28556
